Comments,Class0,Class1,Class2,Class3,Class4,Class5
মিন্নি খাংকি মাগি পুরাই দায়ী এই খুনের সাথে  এই ভিডিওতে স্পষ্ট বুঝাই যায়  ওর জামাইরে ধরে নিয়ে যাচ্ছে আর ও পিছে পিছে কি সুন্দর হেটে যাচ্ছে  তারপর নাটক শুরু করলো বাচানোর  কিন্তু মনে মনে ঠিকি বলতেছে আজ তুই মরবি  বাংলাদেশে এরকম খাংকি মাগির অভাব নাই  মাইয়া জাত বহুত খারাপ  এগুলারে ধরে আগে জেন্ত রাস্তায় পুরা উচিত  এরপর বাকি বিচার,0,0,1,0,0,0
এই খাংকি মেয়ে জড়িত,0,0,1,0,0,0
তোমার রেট কত,0,0,1,0,0,0
চেক্সি,0,0,1,0,0,0
শায়লার দুধ গুলা সেই আর সাইজটা ও জাক্কাস,0,0,1,0,0,0
তোমার নাম্বার টা আমাকে দাও এক রাতে কতো নেবে,0,0,1,0,0,0
আপু আমি আপনার ভিডিও দেখি শুধুমাত্র আপনার সুন্দর কন্ঠের জন্য আপনার কন্ঠটা খুব সেক্সি আপনার কন্ঠ শুনলে আমার ধোন খাড়া হয়ে যায় আর আমি আপনার কন্ঠ শুনে মাল আউট করলাম এইমাত্র,0,0,1,0,0,0
আমি মহিলা মানুষ হয়ে ও লজ্জ্আ চাপা দিয়ে বলছিসানাই সরাসরি ওর পাছা সবাইকে কাপড় খুলে দেখাতে পারছে না তাই দুধ বড় করে ঐ শখ পূরণ করছেকিনতু আমি চোখ বনধ করে বলতে পারিওনার জনপ্রিয়তা বাংলাদেশের পর্ণ ছবির মতোই থাকবে যেটার কোন আন্তর্জাতিক মূল্য নাইববিতাশাবানাশাবনুরঅপু বিশ্শাসএদের অভিনয় পদবী আর সানাই এর দুধের পদবীপার্থ্ক্য অন্নেক বেশীও বললো ও কিম কারদেশিয়ানকে ফলো করেকিম কারদেশিয়ানকে বাংলা সিনেমায় কখনো মানাবেসানাই এর লজিক হাসালোএকজন বাঙ্গালী নায়িকার দুধমানায়মানে বাঙ্গালী নারী পতিতালয়ের অত্যাচার থেকে পালিয়ে নায়ককে ভালবেসে বিয়ে করেছেএভাবে না হয় সানাই টা সিনেমা করলোকিনতু তারপরের সিনেমা তে ওকে খল নায়িকা রুপে রোল দেয়া লাগবেএরপরের ছবি গুলোতে ও কী চরিত্র নিয়ে করবেআমার কাছে ওকে বিখ্যাত ফকিরনী লাগে যে জিবীকা অরজনের জন্নো জনের সাথে দৈহিক মিলন করেছেঅগোচরে করে না বুঝানো এক বিষয় আর সবাইকে বুঝিয়ে বুঝিয়ে ঢোল পিটানো অন্নো বিষয়ওর পাগলামী ওকেই গরতে ফেলবেওর দেহ ব্যবসা করেই জীবিকা চালাতে হবে,0,0,1,0,0,0
তোরা ভুল খবর দিস নে ম্যাগী,0,0,1,0,0,0
ভাই এই মিন্নি মাগির রিকসা ওলাদের দিয়ে আগে ওর গুদমারিয়ে গুদ ফাটিয়ে দিতে হবে তাহলে আমি খুশি হবো,0,0,1,0,0,0
এরে মাগি হাচিনার দালাল  কাদিরিয়া আমর বাল,0,0,1,0,0,0
ময়ুরি কিভাবে বানালো এতো বড় দুধ সবাই তো মনে হয় দুধের দিকে তাকিয়ে থাকবো ক্যামেরাম্যান আর যারা আছে সাথে,0,0,1,0,0,0
মিনিটের ভিডি ও দেখার পর তুর মত বেশ্যার সাথে কে রিলেশান করে,0,0,1,0,0,0
মাগিরা আর কতো সেক্স করবে বুদাতো খারাপ হইচে মরবিনা এক দিন,0,0,1,0,0,0
পতিতার সর্দারিনী আখি ভোদা তো ঝুলাইয়া ফেলছে,0,0,1,0,0,0
সালি তোর চুদার পক্ষে আমিভুল খবর নিয়ে আসে কোথায় থেকেে,0,0,1,0,0,0
পরিবেশটা অনেক সুন্দর কোন হৈচৈ আছে ময়ুরির দুধে কোন বেজাল আছে এরপরও এক শ্রেনী লোক বলবে ময়ুরীর দুধে নাকি ভেজাল আছে,0,0,1,0,0,0
আল্লাহ কে ভয় কর মাগি,0,0,1,0,0,0
আপনার দুধগুলো গোবরের লেদার মত লাগে,0,0,1,0,0,0
মিন্নী মাগির ফাসি চাই মিন্নী খানকি সব যানে খানকিতে খুন করাইছে খানকির ফাসি চাই মিন্নী ছিলানের বাঁচার অধিকার নাই মিন্নী খানকির কারনে আরও অনেক মেয়েরা তার সামীর সাথে এমন করবে আপনাদের কাছে অনুরোধ যে মিন্নী খানকির বিচার করার দরকার নাই ছিলানরে সরাসরি ফাসি চাই,0,0,1,0,0,0
অনেক বড় মাগি আগে বুঝা যায় নাইতাহসানের খুব ভালো মানুষ,0,0,1,0,0,0
মাগি তর কি বড় ভাই নাই  তার সাথে ও ত খারাপ কাজ করতে পারিস,0,0,1,0,0,0
দুধের সাইজ টা খারাপ না তোমার সেক্স করা দেখেছি,0,0,1,0,0,0
মাগি তুই কতো জনকে চুদা দেয় সাংবাদিক হয়েছো,0,0,1,0,0,0
একটা লারা মারা দুধগুলো,0,0,1,0,0,0
কিভাবে যৌন মিলন হলে তো ইটস বেড়ে যাবে বর্তমান যুগ সভ্য এবং আধুনিক হলেও এখন সেই প্রাচীন কালের মত মেয়েরা ছোট ছোট জামা অবাধে যৌন মিলন,0,0,1,0,0,0
শালীর বেটি শালী রিসকায় উঠলে বুঝবে তোর দুধের যাইকানি কেরকম করে তোর দুধ ঝুলে,0,0,1,0,0,0
আমার দেশের বা আমার লোকেদের নিয়ে কথা বলবিনা বেইশ্যা  মুখ বন্ধ কর,0,0,1,0,0,0
দেশটির হোলোকি এই সব বাজে খানিকদের নিয়ে মাতামাতি,0,0,1,0,0,0
মাগি বুবলি,0,0,1,0,0,0
বেইমান রানু মাগি ভিখারির বাচ্চা রানু মাগি,0,0,1,0,0,0
তোমার পায়ের আঙ্গুল থেকে শুরু করে কপাল পযন্ত যা আছে সব খেতে দিবে পায়ের আঙ্গুল হাটু পায়ের উড়ু রান তল পেট নাভী ও নাভীর চার পাশ বুক ও বুকের ওই দুইটা গলা কাঠ কান ঠোট পিট এবং সবার শেষে ভুদার ভিতর জিব্বে দিয়ে খাবো ও চিব্বা দিয়ে চাটবো জিব্বা দিয়ে চুদবো দিবে বলোনা খেতে,0,0,1,0,0,0
মাগীতুইমদিরওহাসিনারদালাল,0,0,1,0,0,0
তোজলিমা শালী একটা রেনডি,0,0,1,0,0,0
সালিকে পাশি দেওয়া হোক মুল কারনএ ই মাগি দুই নৌকায় পাদিছে    ,0,0,1,0,0,0
মাগি তুর চুদাচুদির ভিদিও দে,0,0,1,0,0,0
এই মাগিরে নায়িকা থেকে সরান,0,0,1,0,0,0
নিচ তলা ভাড়া দিয়া মানে এই বুঝতাছি যে সানাইয়ের নাভির নিচের চার ইঞ্চি নৌকার মত সাগর কে মাসের জন্য রাত্রিতে ভাড়া দিয়ে নাভির উপরের ছোট আপেল কে বড় ডাব বানিয়েছে এটাই ত কি না বুঝিয়ে বলবেন,0,0,1,0,0,0
তর রেট কত,0,0,1,0,0,0
মিথিলা একটা ব্যাশ্সা মহিলা,0,0,1,0,0,0
এই মাগির বেটারা আর বাকি টাকা তোর মায়ের ভাতারে দিবে সালা বানদির বাচ্ছা,0,0,1,0,0,0
খানকিমাগী পারলে তুই আজকে রাতে মাজা তোর মতন মেয়ে বেচে থেকে কোন লাভ নেই তুই নারীজাতির কলঙ্ক ও,0,0,1,0,0,0
ও সুন্দরি বেশ্যামি বাদ দিয়ে আমার কাছে আসো  ,0,0,1,0,0,0
ঐ মাগী তুই কুত্তার সাথে চোদাচুদি করতুই তো কুত্তা,0,0,1,0,0,0
মাগির দালাল হোম সারভিস দেয়া হয় আমি আরিফ ভাই,0,0,1,0,0,0
অংসান সুচিরে এতো বছর জেল খাটাইছে অকারনে নয় মাগি বহুত খারাপ,0,0,1,0,0,0
ওয় মাগি এখনো বেচে আচে কি করে ওয় মাগির জন্য এখন আমি সব মেয়েকে ঘীনা করি,0,0,1,0,0,0
আপুর সাইজ মনে হয় হবে,0,0,1,0,0,0
তর ফেমেলির সব বেস্যা না হয় তুও এত বড় মাগি হলি কি করে ,0,0,1,0,0,0
খানকি মাগী তুই র লোক পাসনে এই জানোয়ারের খোঁজ দিতে আসছিসওরে মাগী একে নিয়ে এত গর্ব কেনো রে তোর,0,0,1,0,0,0
মহিলা টাকে মাগি মাগি লাগে,0,0,1,0,0,0
এই মাগী তোর করে তো,0,0,1,0,0,0
খানকী মাগীর চ্যানেল কোনো দিন বলেনি যে মুসলিমদের নাগরিকত্ব দেবে না যারা এই দেশীয় তাদের নাগরিকত্ব দেবে আর যারা বহিরাগত তাদের লাথি মেরে তাড়ানো হবে মানুষ কে ভুল বাল বলা বন্দ করো না হলে কেলানই খাবি চ্যানেল রিপোর্ট করলাম,0,0,1,0,0,0
বিচারক মেয়েটা কে আমার কাছে নিয়ে আসো আমি তাকে ধরে সিফাদু থেরাপি দিবো,0,0,1,0,0,0
হেলো বন্ধু আপনি কি ইমু সেক্স করবেন তাহলেআসুন ভিডিও সেক্স ২০০০ টাকা অডিও সেক্স ১০০০ টাকা১ ঘন্টা করে ৪ দিন কাজ করবো পারছনাল বিকাশ                বিকাশ করে পিন নাম্বার আর কাজের টাইম বলবেনইমু নাম্বার                ইমু প্রফাইলে ছবি আছে পছন্দ হলে বিকাশ করুনপারছনাল বিকাশ                দয়া করে বিকাশের আগে ডিস্টাবকরবেন না এই মেসেজ দেয়ার পরে যদি কেউ ডিস্টাব করে তাহলে সে আমার কাছে মাদারচুদ হিসাবে পরিচিত হবে এবং আমি তাকে বলক করবো,0,0,1,0,0,0
নাম কি দিছিস মাগি কি বললি,0,0,1,0,0,0
খানকির মাগি যতো গুজব ছড়াছিস,0,0,1,0,0,0
শালী মাগী তাহলে কেন জিয়া কে কেন বঙ্গবন্ধুর সাথে তুলনা করিস ,0,0,1,0,0,0
ওর মা র ভোদায় থেকেই বাল পাখনা হয়ে বের হয়েছে  বছর বয়সী শিশু বক্তা  ,0,0,1,0,0,0
তুর সোনাটার একটা ছবি দে সোনা ঠিক আছে কিনা দেখি ঠিক থাকলে টাকা পাবি,0,0,1,0,0,0
পতিতা মাগি তোর জায়গা এই ইসলাম কান্ট্রি হবে না আপনারা সকলে প্রতিবাদ জানান ওকে দেশ থেকে রেব করে দেওয়া হোক না হলে ফাঁশি দেওয়া হোক,0,0,1,0,0,0
দুধ বড় তাতে কি অন্তত দুধের উপর কাপড় টা দে মাগি,0,0,1,0,0,0
এটা কনো কলকাতার চ্যালেন নয় আর এই মাগী টা হিন্দু নয় আর শোন মাগী ভারতীয় পক্ষে খানকি মাগী মুসলিম দেশ গুলো সেখান কার সংখ্যা লঘু দের কি অবস্থা তা সবাই যানে এটা একটা ফেক কোলকাতার চ্যালেন,0,0,1,0,0,0
ওই মেয়ে মাখির ডালাল তোর জিবন নসট করবে বেসা খানানে নিয়ে জাবে,0,0,1,0,0,0
ওকে অাখি অাপা বলো তোমাকে কে কে চুদে চুদে তোমার গুদে গন্ধ করে দিয়ে চলে গেছে,0,0,1,0,0,0
মাগি তরে গিয়া লাগাতে চাই,0,0,1,0,0,0
ঐ মাগীর বোদার মধ্যে হাতির সোনা দিলে ঠিক হবে মাগী মোটা সোনা খুজে ঐ মাগী এখন কোথায় ওকে আমার লাগবে,0,0,1,0,0,0
তুই হলি একটা বেশ্যা মাগীতুই টাকা নিয়ে নিয়ে মানুষের সাথে গুদমারাস তুই খানকিমাগী মিথ্যা কথা বলার কারণে যাবি জাহান্নামে,0,0,1,0,0,0
মাগিরফাছিচাই,0,0,1,0,0,0
ওরে জয় ভাইয়া ওর জায়গায় কেউ জেতে পারবে কেমন কোরে ওর মতো নির জজ্জো না ওর দুধ দেখছে সবাই  মাগি একটা  ভাইয়া আপনার কথা গুলি খুব ভালো লাগছে এখনো কাজ কোরতে পারলোনা ওনাকে কেউ ধোরতে পারবে না ঠিক বোলছে ওর মতো খারাপ কেউ হোতে পারবে না ও নাকি কিউট  হু ওর দুধের পালিস কোরাতে তো জেতে হবে তাই বড়ো লোক তো লাগবে খানকি পানার একটা সিমা থাকা দরকার খারাপ  ছি ,0,0,1,0,0,0
লায়লার মতো মাগির আমার দরকার,0,0,1,0,0,0
ঐ বোদার মেয়ে তুই কোথায় লেখা পড়া করেছিস্,0,0,1,0,0,0
বাংলাদেশের মাগি,0,0,1,0,0,0
মাগি মহিলা,0,0,1,0,0,0
তুই সেক্সি,0,0,1,0,0,0
মেয়ে বলে ছাড় দিতে নেই এইর সঠিক বিচার চাই খানকি বিচার চাই,0,0,1,0,0,0
ইচ্ছে করতেছ মম মাগীর গালে জুতা দিয়ে টাস টাস কয়েক টা বারি দিতাম এসব নোংরা পতিতালয় কথায় থেকে আসে ,0,0,1,0,0,0
এই শালী তোরে শুধু আমি তোর নাম্বার তুই নাম্বার ফোন দিস,0,0,1,0,0,0
পতিতা আর কি বলবে,0,0,1,0,0,0
এই মাগিরে এরুম কইরা ভিডিও বানান উচিত আর চাইডের কুত্তার বাচ্চারা কি করচে      ,0,0,1,0,0,0
এই মাগির চেহারাই পতিতার মধ্যে পরে ছি ছি ওর চরিত্র খারাপ,0,0,1,0,0,0
এই মাগি তোর বিরার ছাইজ কত লিখে পাটা,0,0,1,0,0,0
তুই চোর অপু খানকি মাগি,0,0,1,0,0,0
পতিতা ইজ বেটার দ্যান বারোভাতারি              এসব বারোভাতারি দের জন্য আমাদের মতন নিষ্পাপ ছেলেরা এভাবেই গোল্লায় যাচ্ছে ,0,0,1,0,0,0
মম মাগি কয় কী কোন পতিতালয় থেকে আসছির রে ফারিয়া মাগি রে তো ভালই মনে করতাম,0,0,1,0,0,0
আপু অনেক নিতে পারে  উফ কিভাবে এত ছেলের সাথে পারে ,0,0,1,0,0,0
ওই খানকি মহিলা টা কেউ এরেস্ট করার দরকার ছিল কারন সে ঢেকায় নাই ওই শিখিয়ে দিয়েছে,0,0,1,0,0,0
খানকি মাগি মিথিলা,0,0,1,0,0,0
মাগি তুরে ভুদা এটা নাকি,0,0,1,0,0,0
এডমিন যখন বুড়া মাগীর কাস্টমার,0,0,1,0,0,0
পরীমনি আবাসিক হোটেলে মাগি,0,0,1,0,0,0
মাগি সারের দোষতো অাছে সাথে সাথে তরও চাকরি যাবে স্বামীকে রেখে অনন্য পুরুষের সাথে পরোকিয়া কর সালি খানকি মাগি তুই হলই দ্বিতীয় মিন্নি,0,0,1,0,0,0
মিন্নি একটা কাল সাঁপ বেসস্যা মাগী তার ফাঁসি চাই ফাঁসি চাই,0,0,1,0,0,0
সব নাইকার দুধ খাবো,0,0,1,0,0,0
তুর মাগী,0,0,1,0,0,0
তুই তো চুদা খাওয়া মাগির মধ্যে সেরা মাগি তুই টাকা বেশি পেলে মুখ দিয়ে করতে দিস,0,0,1,0,0,0
তোক কি মিনিন চদবা দিছে,0,0,1,0,0,0
কোন কুত্তার বাচ্চা বলে হাফিজুর রহমান ভন্ড মাগির পোলা তুই শালার পুত ভন্ড,0,0,1,0,0,0
তোর এই লাখ টাকার দুধ দেখার ফলে যে বাংলার ভালো ছেলেদের কটি টাকার ঘি নষ্ট হচ্ছে সেটা কি বুঝতে পারছিস,0,0,1,0,0,0
ধন্যবাদ স্বপ্ন ভাই কে যে এভাবে এই পতিতাকে অপমান করার জন্য,0,0,1,0,0,0
মিন্নি মাগি আছে এদের সাথে,0,0,1,0,0,0
তুর মেয়ে মাগী চোদার কামাই ,0,0,1,0,0,0
অনেক চুদা খাইছেন মেডাম,0,0,1,0,0,0
মাগী তোর ফাসিঁ চাই,0,0,1,0,0,0
পতিতারকে হার মানিয়েছে মাথিলা দেহ ব্যবসা করে বিভিন্ন পূরুস্কার পেয়েছে যা সবাইকে দেখিয়ে দিল সাবাস পতিতা আবার ফিরে আসতে হবে তাহসানের মত সুন্দর একটি ছেলের কাছে,0,0,1,0,0,0
এই মাগীর কাহিনি দেখে এখন নিজেকে নিয়ে ই লজ্জা লাগে  আমিও জে একটা মেয়ে বলতে খুব খারাপ লাগে,0,0,1,0,0,0
প্রভার দূধ গুলি অনেক নাইছ,0,0,1,0,0,0
খানকি মাগীর দুধ ঝুইলা আছে আবার সে নাকি দুধের ডাক্তার চোদাখোর মাগী,0,0,1,0,0,0
মম বাংলার মাগি,0,0,1,0,0,0
তর বুদা চিনে সবাই তুই এমপি হলে বাংলাদেশ ধংস হয়ে যাবে,0,0,1,0,0,0
ও আর বেশি দিন বাঁচবেন না মর খানখি মাগি রানু দি মার,0,0,1,0,0,0
এই মাগি চুপ তোর বালে খবর বন্ধ কর কাসমিরে ভারতের লাাখ সেনা আছে কি করে আসবে জনগি,0,0,1,0,0,0
পতিতা করতে এত টাকা লাগে,0,0,1,0,0,0
মিন্নি নামের পুরুষ বিলাসী এই বেশ্যারে থার্ড ডিগ্রি দিলে সব তথ্য আয়নার মতো পরিষ্কার হয়ে যাবে    ঐ বেটির মাল্টিপ্লাগ মার্কা পরকিয়া আর যৌনতার বলি হলো এই রিফাত,0,0,1,0,0,0
এই বালের ধারাভাষ্যকার হচ্ছে ডাকখানকি মাগীর বসে বসে আর কোন কাজ নাই এক চোদা ছাড়া আর এই ধরণের বালের ভিডিও আপলোড করা ছাড়া,0,0,1,0,0,0
ডাক্তারনীর দুধ দুইটা দেখতে ভালো লাগছেনা কোনরকম শিহরণ জাগছেনা আমার মধ্যে আমার সোনা খাড়াচ্ছেনা,0,0,1,0,0,0
হ্যাপি আপু প্রথম চুদাতে কি রক্ত আসছিল   ,0,0,1,0,0,0
ময়ূরীর দুধ সানাই এর চেয়েও বড়,0,0,1,0,0,0
মদ খাও মাগি চুদ এটাতু বলেননি,0,0,1,0,0,0
আমার খুব বালো লাগছে শাবনুরের ব্যর সাইজ,0,0,1,0,0,0
প্রভা তোমার দুধ এবং ভোদা সুন্দর নয় কারণ তোমার ভোদা কালো এবং দুধ বেশি বড়  রাজীব তোমাকে চুদে মজা পেয়েছে  তোমার ভোদার সাইজ এত বড় কেন ,0,0,1,0,0,0
এ খান্কি মাগির বারবার একটা কথা কওন লাগে,0,0,1,0,0,0
খানিক মাগী,0,0,1,0,0,0
তুই মাগির পোলা সোনার বিডিয় বানাচ,0,0,1,0,0,0
ক্যামেরা ম্যান বার বার ময়ুরির দুধের দিকে ঘুরায় কেন,0,0,1,0,0,0
সব মিছা কথা মাগি দালালি করিস,0,0,1,0,0,0
সানিতা এই মেয়েতো দিন দিন বড় একটা পতিতা হয়ে যাচ্ছে,0,0,1,0,0,0
বেশ্যা মাগির পোলা তোর বোন হলে কি করতি   মাগীর পোলা ভিডিও চোদাস ,0,0,1,0,0,0
চুতমারানি তর জন্মের ঠিক আছেরে খানকি সালি ,0,0,1,0,0,0
তুই খানকি,0,0,1,0,0,0
তুমাৱ ভুদাৱ দামকত,0,0,1,0,0,0
তোর ভোদায় ধোন,0,0,1,0,0,0
তোর মাগি,0,0,1,0,0,0
দেশি মাগী,0,0,1,0,0,0
এই খুনের পেছনে তার স্ত্রীর ষড়যন্ত্র আছে তাই তাকে দ্রুত এরেস্ট করা হোক বুঝতে পারছি না কেন তাকে রেস করা হচ্ছে না এবং তার মোবাইল নিয়ে চেক করে সব কিছু তথ্য প্রকাশ হবে কারণ সে এখন নাটক করছে এটা তার শুধু অভিনয় তাকে রিমান্ডে নিয়ে জিজ্ঞাসাবাদ করা হোক,0,0,1,0,0,0
মাগীর সাইজ বড় করে বেশ্যা হতে নামছে,0,0,1,0,0,0
মিন্নীকে দেখতে তো পুরা মাগীর মত লাগে মনে হয় আবাসিকে থাকত,0,0,1,0,0,0
তোমার ভোদার ভিডিও আপলোড কর সবস্ক্রাইট করবো মাগি,0,0,1,0,0,0
ফাসি চাই প্রিয়া সাহা খানকির,0,0,1,0,0,0
মাগি দিয়ে নাটক বানায়লে ত হবেনা,0,0,1,0,0,0
পেন্টি সাইজটা ও বলে দিলে পারতেন,0,0,1,0,0,0
দুধ গুলো দেখে মনে হচ্ছে ওকে চুদে লাল করে দি,0,0,1,0,0,0
ওই বেশ্যাটাকে জন সম্নুখে আনা হোক,0,0,1,0,0,0
হ্যালো আখি আলমগীর বলছেন জী বলছি আপনার পুটকিতে অনেক গন্ধআমি আপনাকে পুটকি মারতে চাই,0,0,1,0,0,0
অ নেক ভাই ক রে ছেন যে লোপাকে চুদ তে চাই তা দের কে বলব ও কে চ ু দে হোল নষ্ট করা যা বে না ভাই,0,0,1,0,0,0
তুমি দেশের জন্যে কি দিবে তুমার বড় দুত দিয়ে মানুষকে পাগল করবে কুত্তি মাগি,0,0,1,0,0,0
সানাই কে পতিতা দের এমপি হিসাবে দেখতে চাই,0,0,1,0,0,0
উর্বর দুই পাহাড়   ভাগ্য তো তাহার যে করিয়াছে আহার,0,0,1,0,0,0
বোরকার ভিতরেও সব দেখা যায় আফা,0,0,1,0,0,0
তোর মাকে খানকি মাগি,0,0,1,0,0,0
মূয়রী একটা বেশ্যা ও এখনো বড় অংকের টাকায় বিছনায় যায়আর আপনাদের রুচি দেখলে বুমি আসে বেশ্যা নিয়ে কেনো এতো মাতামাতি,0,0,1,0,0,0
ওরে বাপরে দুধের বরকত তো দিন দিন বেড়েছে ,0,0,1,0,0,0
উনার নিজের স্তন তো দেখি ঝুলে গেছে,0,0,1,0,0,0
ওরে ধরে না কেনো মিন্নি রে মাগি,0,0,1,0,0,0
সানিয়া মির্জা হলো একটা মাগি আর তুই সাংবাদিক হলি একটা মাগিরপুত সালারপুত নিজের দেশের হোগা মারার জন্য উঠেপড়ে লেগেছিস  এটা ওদের দেশে হলে তোদের চোদতো ওইখানে রিপোর্ট চোদাচ নিজের দেশের নামে খানকিরপোলা,0,0,1,0,0,0
শাকিব ভাই বুবলির ভোদা দেখে পাগল হয়ে গেছো ,0,0,1,0,0,0
আপু আমার লাভারের দুধ দটো তোমার মতন বানাতে চাই তা হলে কি করতে হবে কোথায় যেতে হবে জানাবা,0,0,1,0,0,0
খানকি মাগিরে চুইদ্দা ছামায় দুধে মাল ফালাইয়া দুধ বড় কররা জুলাইয়া ফেলছে,0,0,1,0,0,0
এখানে মিন্নি নাটক করে রিফাতকে বাড়ী থেকে নিয়ে এসে ওর ভাতারকে দিয়ে মারিয়েছে ও একটা খানকি ওর ফাসি চাই  মনোযোগ দিয়ে দেখেন ওর সামনে ওর স্বামীকে কুপিয়ে মারে আর ও ঠান্ডা মাথায় ওর দুই ভাতারকে মেরে পাঠিয়ে দিয়েছিলো  ও একটা মাগী,0,0,1,0,0,0
খানকি,0,0,1,0,0,0
আমার এ ইমুতে কল দাও আপু,0,0,1,0,0,0
বুবলি মাগির ছবি ভালো লাগেনা,0,0,1,0,0,0
তোর মায়ের হেডা,0,0,1,0,0,0
তোর মার হেডা আবাল,0,0,1,0,0,0
মাগীযেছেলেটারকথাকইতাছছেলেটাতোরনিজেরছেলেরবয়সীতোরলজজাথাকাউচিত,0,0,1,0,0,0
দুই বছর অা গে পাপ নের মে য়ে চুদা খাই ছে নাসির এর কা ছে  তাই ব লে বাচ্চা কি হয় ছে  হয় নাই   সা কিব অবসর নি য়ে নাও   অ নেক হয় ছে  ,0,0,1,0,0,0
এসব পতিতা দের নিয়ে নিউজ না করলেই খুশী হবো স্যার নইতো আনসাবসক্রাইব করা হবে আপনাদের চেনেল,0,0,1,0,0,0
একদম খাটি মাগি ,0,0,1,0,0,0
মৌয়ুররী খানকি মাগী,0,0,1,0,0,0
মাগির মুখে রাম নাম তোদের গোয়ায় গন্ধ নুসরাত ফারিয়া যেমন তোর মাগির ও তেমন সানাই মাহবুব না মাগী,0,0,1,0,0,0
টাকা পাইয়া মেয়েটা আজ অনেক খারাপ হয়েগেকে লিক ছে দুধ দেখে ধন থাড়াইগে,0,0,1,0,0,0
পুরো মাগী একটা,0,0,1,0,0,0
চোদা যাবে রেশমি,0,0,1,0,0,0
খানকির মাগি তোর পুটকি,0,0,1,0,0,0
মাদার চুদ কত টাকা খাইছস মিন্নি মাগির পক্ষে কথা বলার জন্য,0,0,1,0,0,0
মেয়েদের কি ভাবে চোদাচুদি যায়,0,0,1,0,0,0
ওরে মাগি ফরিদপুর এর মেয়রা ভালো না তা,0,0,1,0,0,0
ওই মাগী ফাসি চাই,0,0,1,0,0,0
সেক্সি লাগে,0,0,1,0,0,0
এই যে মাগি তর বোধার লেট কত ,0,0,1,0,0,0
তিন মাদারচুদ বসছে এক মাগীকে নিয়ে ,0,0,1,0,0,0
এই মাগি তর সাইজ কত,0,0,1,0,0,0
বাংলার সানিলেয় খানকি মাগি,0,0,1,0,0,0
মিথিলা একটা খানকি এর থেকে রাস্তার মেয়েরা অনেক ভালো আছে,0,0,1,0,0,0
বুদার সাইজটা জানাবেন দুধ দেখা লাগেনা দেখলে বুঝা যায় সাওওয়ার সাইজ জানা থাকলে বলুন,0,0,1,0,0,0
এটা মাগী না অন্য কিছু মামুনুল হুজুর আপনি এদের সাথে কেন কথা বলেন এই চারজন অনেক বড় নাস্তিক কুকুরের বাচ্চা জানোয়ারের বাচ্চা ইহুদিদের বাচ্চা,0,0,1,0,0,0
এই মাগির বেটার কোন কাম নাই চোদনার পোলা       তুই শিওর ওর ৮ মিনিট ভিডিও আছে              ব্যাশ্যা কে নিয়ে তর এত ইন্টারেস্ট       এই শালা ঢাকা ইউনিভার্সিটি তে পড়েছে ইন্না লিল্লাহ              তুই তাহলে বর কুলাংগার বাংলাদেশের ,0,0,1,0,0,0
দুধ বড় ডাবের মত এই দুধ কত পুরুষ চিপছে খেয়ে পেট বরেছে তার শেষ নেই,0,0,1,0,0,0
ইয়েস ওকে আমার কাছে পাঠিয়ে দাও এক রাত আমার কাছে থাকবে,0,0,1,0,0,0
তোর মায়ের আমিচুদিএই কথা বললি কিন্তু সামনে এইটা কি পিক দিছোর,0,0,1,0,0,0
কি আমাদের দেশ বসুন্ধরা তারি মাঝে এই খানকি মাগি হইছে আচুদা  চোদা নেওয়ার শখ বাড়ছে কুত্তা দিয়া চুদা নে চুতমারানি ,0,0,1,0,0,0
মাগী গরে মাগী মুদির নামে দুরনাম করলে তর বিপধ আছে,0,0,1,0,0,0
খানকী মাগী আর নাস্তিক,0,0,1,0,0,0
মাগি তোকে চুদতে কত টাকা লাগবে বল,0,0,1,0,0,0
এই মাগি কি বালের উপস্থাপিকা পুরা নাস্তিক,0,0,1,0,0,0
মাগী হেডলাই এক খবর আরেক কেন মাগী,0,0,1,0,0,0
যে মেয়েরা চুদতে চাও যোগাযোগ করো পরিচয় গোপন থাকবে,0,0,1,0,0,0
মাগির ঘরের মাগির তাই হিন্দু ম,0,0,1,0,0,0
মাগিকি লিখলি অার কি বল্লি,0,0,1,0,0,0
দর্শকরা পছন্দ করে আপনার লেংটা হইয়া গেলে আরবি উলঙ্গ হয়ে যান দর্শকরা এটা পছন্দ করবে আপনার বড় বড় দুধ গুলা দেখাইয়া দেন,0,0,1,0,0,0
এই মাগির জন্য না জানি আরো কতো ভাইদের মৃতু হবে মিননির ফাশি চাই,0,0,1,0,0,0
মিথিলা তাহসান এর সংসারে থাকার সময়  বেশ্যা গিরি করতে পারতো না  তাই তাহসান কে ছেড়ে দিছে  মিথিলা এখন বেশ্যার          করবেই      ,0,0,1,0,0,0
মাগির ভুদা কতো রস ,0,0,1,0,0,0
ভাবি চুদা জাবে,0,0,1,0,0,0
